"age_min","age_max","M","F","pM","pF"
65,69,432,372,0.00976645565314603,0.00816306414196294
70,74,232,275,0.00601274322629086,0.00642998750284301
75,79,342,607,0.0120642747572041,0.0181216450098481
80,84,528,1327,0.0288074951613945,0.0541548285717093
85,89,673,2306,0.0714709724107146,0.147971650442131
90,94,534,2290,0.168194892368948,0.331136343184138
95,110,160,914,0.176381414123994,0.333809743158138
