"Age","M","F","pM","pF"
"65-69",432.43912341,372.1949095528,0.00976645565314603,0.00816306414196294
"70-74",232.182079683222,275.100585321635,0.00601274322629086,0.00642998750284301
"75-79",342.468567532752,606.839526444783,0.0120642747572041,0.0181216450098481
"80-84",528.214231279329,1326.95576449259,0.0288074951613945,0.0541548285717093
"85-89",673.328031081342,2305.99020049018,0.0714709724107146,0.147971650442131
"90-94",534.018783271409,2289.80781311832,0.168194892368948,0.331136343184138
"95+",159.625179782215,914.30488651014,0.176381414123994,0.333809743158138
