"Age","M","F","pM","pF"
"65-69",1854.48446449137,1596.13143252541,0.0119388436670574,0.0097436188368775
"70-74",995.696356773888,1179.7493196927,0.00587878891176109,0.00665768996615537
"75-79",1468.65212624148,2602.38820520448,0.0144472743983777,0.0219207551104675
"80-84",2265.2092116606,5690.55554204713,0.0371638209026873,0.0715856181304911
"85-89",2887.51943464428,9889.07517977702,0.0981348366858441,0.211675910350979
"90-94",2290.10162057994,9819.67816097157,0.192607369266606,0.391627907831681
"95+",684.541245282048,3920.93156250808,0.228867016142443,0.402601043485787
