"Age","M","F","pM","pF"
"65-69",2712.31418114575,2334.45467045125,0.00254537810359929,0.00176038448723989
"70-74",1456.27607041382,1725.46649555092,0.00200565231999216,0.00171572802329073
"75-79",2148.00720386039,3806.17609312704,0.00565044983496004,0.00609676865888033
"80-84",3313.02806019145,8322.83839030446,0.010919490648445,0.0140886203621241
"85-89",4223.20060420009,14463.4691538828,0.0259109547527753,0.0377052478900364
"90-94",3349.4349619518,14361.9711247327,0.0554588121856411,0.0836657042434868
"95+",1001.1897984095,5734.63864697807,0.0673114023402921,0.118244848178854
