"Age","M","F","pM","pF"
"65-69",25664.9301540701,22089.4822883922,0.0143128902547551,0.010971397352892
"70-74",13779.8282706417,16327.0086479421,0.00887176424160707,0.00903881904043749
"75-79",20325.2466991965,36015.4602528134,0.0218880773069931,0.0308307197704555
"80-84",31349.1093157098,78753.8064194854,0.0425354700482215,0.0729567370502125
"85-89",39961.5019848608,136858.748960691,0.0853929337329174,0.161915495760642
"90-94",31693.6050224758,135898.336687283,0.164222377209811,0.293769453411967
"95+",9473.63193606614,54263.2934475723,0.178072441045585,0.301788001777317
