"age_min","age_max","M","F","pM","pF"
65,69,2911,2506,0.00910485940203724,0.00678761664804878
70,74,1563,1852,0.00595665808050721,0.00556027870058826
75,79,2305,4085,0.0143201654822339,0.0176931175031677
80,84,3556,8933,0.0423696930276522,0.0627128875996477
85,89,4533,15523,0.0943733497008835,0.160883080299434
90,94,3595,15414,0.231762386857882,0.38443613594887
95,110,1075,6155,0.332678777494269,0.577377766257953
