"age_min","age_max","M","F","pM","pF"
65,69,5594,4815,0.0185421221982298,0.0148607932036983
70,74,3004,3559,0.0120086233515599,0.0124931298718871
75,79,4430,7850,0.0266857470891624,0.0377909614064382
80,84,6833,17166,0.051801649349985,0.0905109386825039
85,89,8710,29831,0.112910869358596,0.218104747712229
90,94,6908,29622,0.241268647621913,0.447471494612211
95,110,2065,11828,0.299140170077836,0.549233950490379
