"age_min","age_max","M","F","pM","pF"
65,69,1293,1113,0.00895134212417768,0.00718048158901819
70,74,694,822,0.00525676869969951,0.00561417731487567
75,79,1024,1814,0.0116514694994512,0.0167935719490777
80,84,1579,3967,0.026412020537864,0.0478072544369788
85,89,2013,6894,0.0642354589559251,0.133122248560555
90,94,1596,6845,0.146505907282112,0.298395481345327
95,110,477,2733,0.205959068935009,0.393912450263134
