"age_min","age_max","M","F","pM","pF"
65,69,2745,2362,0.0131394100004841,0.0101723344934549
70,74,1474,1746,0.00777274729260783,0.00782505260641807
75,79,2174,3851,0.0131102082490416,0.01822228938989
80,84,3352,8422,0.0329876073503311,0.0577589061159841
85,89,4273,14635,0.0844734874549855,0.16533354209735
90,94,3389,14533,0.165831856325415,0.29520181360245
95,110,1013,5803,0.227406835720533,0.350032790072648
