"age_min","age_max","M","F","pM","pF"
65,69,1698,1462,0.0123582297852853,0.010568735747164
70,74,912,1080,0.00717453518036952,0.00818290924435401
75,79,1345,2383,0.0170990671138519,0.0266591151441095
80,84,2074,5211,0.044503714532842,0.0835467743135229
85,89,2644,9056,0.0986173737020749,0.209023388171268
90,94,2097,8992,0.190694539090914,0.382669705304596
95,110,627,3590,0.203124086954854,0.376869354786324
