"age_min","age_max","M","F","pM","pF"
65,69,5041,4338,0.0189844162816026,0.015941106917407
70,74,2706,3207,0.00991114452184302,0.0111775737612012
75,79,3992,7073,0.0204680425760348,0.0332897544305862
80,84,6157,15467,0.0544062660426689,0.107669701877325
85,89,7848,26879,0.127048262232441,0.275305958859829
90,94,6225,26690,0.237852433276333,0.507189162627775
95,110,1861,10657,0.259030152591786,0.535514123859396
