"Age","M","F","pM","pF"
"65-69",5594.17680932814,4814.83755482544,0.0185421221982298,0.0148607932036983
"70-74",3003.5848640688,3558.79297530576,0.0120086233515599,0.0124931298718871
"75-79",4430.28767450148,7850.278621998,0.0266857470891624,0.0377909614064382
"80-84",6833.15556575652,17165.942586769,0.051801649349985,0.0905109386825039
"85-89",8710.39610579952,29831.0587635924,0.112910869358596,0.218104747712229
"90-94",6908.24518735824,29621.7180003391,0.241268647621913,0.447471494612211
"95+",2064.9645940473,11827.7531238103,0.299140170077836,0.549233950490379
