"age_min","age_max","M","F","pM","pF"
65,69,241,208,0.0181063545333235,0.0156425725198276
70,74,130,154,0.0125598056809116,0.0139399779126914
75,79,191,339,0.0278817795063201,0.0399401336040651
80,84,295,741,0.0572469652060655,0.106464775260453
85,89,376,1287,0.121529215783486,0.249049025009244
90,94,298,1278,0.31151467883189,0.531296959512327
95,110,89,510,0.521121762023789,0.735470895196039
