"age_min","age_max","M","F","pM","pF"
65,69,749,645,0.0113213918625464,0.00941044447036174
70,74,402,476,0.00931791829168466,0.00943957101748042
75,79,593,1051,0.0177030574214266,0.023201479470508
80,84,915,2298,0.0413483045361392,0.0634324311663395
85,89,1166,3994,0.104696156696188,0.157876272105759
90,94,925,3966,0.277147895027428,0.367492600139492
95,110,276,1583,0.418226163535643,0.536578280628229
