"age_min","age_max","M","F","pM","pF"
65,69,9256,7966,0.00550792537004138,0.00429961721986496
70,74,4970,5888,0.00319850132282252,0.00332446288144512
75,79,7330,12989,0.00629927039354436,0.00897888420898655
80,84,11306,28402,0.0120005065584141,0.0213251409475523
85,89,14412,49356,0.0297706856754856,0.0568279115885889
90,94,11430,49010,0.0613043587933471,0.109321160080508
95,110,3417,19569,0.0706466689649097,0.125406023360381
