"age_min","age_max","M","F","pM","pF"
65,69,7145,6149,0.0144274105692552,0.012053342007077
70,74,3836,4545,0.0085296384386366,0.00962343385490862
75,79,5658,10026,0.0198858402209958,0.0312971407101527
80,84,8727,21923,0.0470956142977493,0.0911177130458606
85,89,11124,38099,0.115456604113789,0.24114328853626
90,94,8823,37831,0.272159271403235,0.514887391233686
95,110,2637,15106,0.342635794944992,0.584906857089965
